Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2022,조선해양공학,248851020,윤현규,4,0.0542,0.12499900000000001,"[X타 수중함의 유도·제어시스템 설계]
   └ 학회: 대한조선학회 (IF: 0.45)
--------------------------------
[Study on Pure Roll Test of a Ship Using CFD Simulation]
   └ 학회: 대한조선학회 (IF: 0.45)
--------------------------------
[Changes in the Hydrodynamic Characteristics of Ships During Port Maneuvers]
   └ 학회: 한국해양공학회 (IF: 0.43)
--------------------------------
[Experimental Study on Application of an Optical Sensor to Measure Mooring-Line Tension in Waves]
   └ 학회: 한국해양공학회 (IF: 0.43)"
2,2022,조선해양공학,509619,Woo-Dong Lee,2,0.0493,0.11458200000000002,"[Numerical Analyses on the Formation, Propagation, and Deformation of Landslide Tsunami Using LS-DYNA and NWT]
   └ 학회: 한국해양공학회 (IF: 0.43)
--------------------------------
[Review on Applications of Machine Learning in Coastal and Ocean Engineering]
   └ 학회: 한국해양공학회 (IF: 0.43)"
3,2022,조선해양공학,474528099,전명준,2,0.0448,0.10416600000000001,"[X타 수중함의 유도·제어시스템 설계]
   └ 학회: 대한조선학회 (IF: 0.45)
--------------------------------
[Changes in the Hydrodynamic Characteristics of Ships During Port Maneuvers]
   └ 학회: 한국해양공학회 (IF: 0.43)"
4,2022,조선해양공학,634455822,WangGook Lee,1,0.0448,0.10416600000000001,"[Change in Turning Ability According to the Side Fin Angle of a Ship Based on a Mathematical Model]
   └ 학회: 한국해양공학회 (IF: 0.43)"
5,2022,조선해양공학,483652566,김상현,1,0.0448,0.10416600000000001,"[Change in Turning Ability According to the Side Fin Angle of a Ship Based on a Mathematical Model]
   └ 학회: 한국해양공학회 (IF: 0.43)"
6,2022,조선해양공학,882963716,DooJin Jung,1,0.0448,0.10416600000000001,"[Change in Turning Ability According to the Side Fin Angle of a Ship Based on a Mathematical Model]
   └ 학회: 한국해양공학회 (IF: 0.43)"
7,2022,조선해양공학,435157407,Sooyeon Kwon,1,0.0448,0.10416600000000001,"[Change in Turning Ability According to the Side Fin Angle of a Ship Based on a Mathematical Model]
   └ 학회: 한국해양공학회 (IF: 0.43)"
8,2022,조선해양공학,786940861,Thi Loan Mai,1,0.0448,0.10416600000000001,"[Changes in the Hydrodynamic Characteristics of Ships During Port Maneuvers]
   └ 학회: 한국해양공학회 (IF: 0.43)"
9,2022,조선해양공학,456215456,Anh Khoa Vo,1,0.0448,0.10416600000000001,"[Changes in the Hydrodynamic Characteristics of Ships During Port Maneuvers]
   └ 학회: 한국해양공학회 (IF: 0.43)"
10,2022,조선해양공학,483016004,Taeyoon Kim,1,0.0314,0.07291600000000001,"[Review on Applications of Machine Learning in Coastal and Ocean Engineering]
   └ 학회: 한국해양공학회 (IF: 0.43)"
11,2022,조선해양공학,319991855,Hyun-Seung Nam,1,0.0269,0.0625,"[Analysis of Relative Wave Elevation Around Semi-submersible Platform Through Model Test: Focusing on Comparison of Wave Probe Characteristics]
   └ 학회: 한국해양공학회 (IF: 0.43)"
12,2022,조선해양공학,456370042,박동민,1,0.0269,0.0625,"[Analysis of Relative Wave Elevation Around Semi-submersible Platform Through Model Test: Focusing on Comparison of Wave Probe Characteristics]
   └ 학회: 한국해양공학회 (IF: 0.43)"
13,2022,조선해양공학,564142488,Seok Kyu Cho,1,0.0269,0.0625,"[Analysis of Relative Wave Elevation Around Semi-submersible Platform Through Model Test: Focusing on Comparison of Wave Probe Characteristics]
   └ 학회: 한국해양공학회 (IF: 0.43)"
14,2022,조선해양공학,930269064,Sa Young Hong,1,0.0269,0.0625,"[Analysis of Relative Wave Elevation Around Semi-submersible Platform Through Model Test: Focusing on Comparison of Wave Probe Characteristics]
   └ 학회: 한국해양공학회 (IF: 0.43)"
