Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2023,산업공학,322996909,변재현,3,0.37582499999999996,"[제조품질 향상을 위한 데이터 전처리 프로세스]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[실험계획과 머신러닝을 활용한 CNC 절삭공정 개선과 품질예측모델 개발 사례]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[A Case Study on the Use of Box-Behnken Design to Improve an Electrical Discharge Machining]
   └ 학회: 대한산업공학회 (IF: 0.46)"
2,2023,산업공학,531690151,서호진,2,0.37582499999999996,"[제조품질 향상을 위한 데이터 전처리 프로세스]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[실험계획과 머신러닝을 활용한 CNC 절삭공정 개선과 품질예측모델 개발 사례]
   └ 학회: 대한산업공학회 (IF: 0.46)"
3,2023,산업공학,911243546,김재경,3,0.228572,"[딥러닝 기반 온라인 리뷰의 언어학적 특성을 활용한 추천 시스템 성능 향상에 관한 연구]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)
--------------------------------
[XAI 기법을 이용한 리뷰 유용성 예측 결과 설명에 관한 연구]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)
--------------------------------
[확장된 사용자 유사도를 이용한 CF-기반 건강기능식품 추천 시스템]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
4,2023,산업공학,344477173,백재욱,1,0.213187,"[인공지능을 이용한 고장예지 및 건전성관리]
   └ 학회: 한국신뢰성학회 (IF: 0.84)"
5,2023,산업공학,47610,이민영,1,0.208792,"[공간 빅데이터를 활용한 지방도 포장보수 우선지역 예측 서비스]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
6,2023,산업공학,136185320,최지우,1,0.208792,"[공간 빅데이터를 활용한 지방도 포장보수 우선지역 예측 서비스]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
7,2023,산업공학,662690404,김인영,1,0.208792,"[공간 빅데이터를 활용한 지방도 포장보수 우선지역 예측 서비스]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
8,2023,산업공학,967171847,손수진,1,0.208792,"[공간 빅데이터를 활용한 지방도 포장보수 우선지역 예측 서비스]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
9,2023,산업공학,5157268,최인호,1,0.208792,"[공간 빅데이터를 활용한 지방도 포장보수 우선지역 예측 서비스]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
10,2023,산업공학,839009964,김도현,1,0.193407,"[제조품질 향상을 위한 데이터 전처리 프로세스]
   └ 학회: 대한산업공학회 (IF: 0.46)"
11,2023,산업공학,296709242,최상현,2,0.186814,"[앙상블 기반의 악취 농도 다지역 통합 예측 모델 개발]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)
--------------------------------
[평점 예측 모델 개발을 위한 관광지 만족도 정량 지수 구축: 제주도 관광지 리뷰를 중심으로]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
12,2023,산업공학,699946319,이철웅,3,0.182418,"[Prediction of Promising Vacant Logistics Technology using Patent Data Analytics in Latin America]
   └ 학회: 한국SCM학회 (IF: 0.76)
--------------------------------
[유지보수 지원항만 최적 입지 선정 모형 개발]
   └ 학회: 한국SCM학회 (IF: 0.76)
--------------------------------
[스태킹 앙상블 모형을 활용한 치과 재고 수요예측 모델]
   └ 학회: 한국SCM학회 (IF: 0.76)"
13,2023,산업공학,385768725,김성범,3,0.182418,"[자기지도학습을 활용한 카메라 해상력 검사 공정 불량 예측]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[열간압연 강판 두께 예측 및 베이지안 최적화 기반 압연패턴 도출]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[장면 이미지 속 한글 문자 인식을 위한 글자 단위 일관성 정규화 기반의 준지도학습 모델]
   └ 학회: 대한산업공학회 (IF: 0.46)"
14,2023,산업공학,4689864,신용혁,2,0.182418,"[유지보수 지원항만 최적 입지 선정 모형 개발]
   └ 학회: 한국SCM학회 (IF: 0.76)
--------------------------------
[스태킹 앙상블 모형을 활용한 치과 재고 수요예측 모델]
   └ 학회: 한국SCM학회 (IF: 0.76)"
15,2023,산업공학,513085157,이지호,2,0.182418,"[밀키트 구독서비스의 리뷰 마이닝을 통한 서비스 기회 발굴]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[해석가능 인공지능을 활용한 바이오화학 기술의 비즈니스 잠재성 평가]
   └ 학회: 대한산업공학회 (IF: 0.46)"
16,2023,산업공학,305454855,윤장혁,2,0.182418,"[밀키트 구독서비스의 리뷰 마이닝을 통한 서비스 기회 발굴]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[해석가능 인공지능을 활용한 바이오화학 기술의 비즈니스 잠재성 평가]
   └ 학회: 대한산업공학회 (IF: 0.46)"
17,2023,산업공학,83768,김수진,2,0.182418,"[실험계획과 머신러닝을 활용한 CNC 절삭공정 개선과 품질예측모델 개발 사례]
   └ 학회: 대한산업공학회 (IF: 0.46)
--------------------------------
[A Case Study on the Use of Box-Behnken Design to Improve an Electrical Discharge Machining]
   └ 학회: 대한산업공학회 (IF: 0.46)"
18,2023,산업공학,227268139,류동엽,1,0.182418,"[XAI 기법을 이용한 리뷰 유용성 예측 결과 설명에 관한 연구]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
19,2023,산업공학,224082210,이흠철,1,0.182418,"[XAI 기법을 이용한 리뷰 유용성 예측 결과 설명에 관한 연구]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
20,2023,산업공학,414879116,조성주,1,0.182418,"[앙상블 기반의 악취 농도 다지역 통합 예측 모델 개발]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
21,2023,산업공학,373112314,최우석,1,0.182418,"[앙상블 기반의 악취 농도 다지역 통합 예측 모델 개발]
   └ 학회: 한국지능정보시스템학회 (IF: 2.10)"
22,2023,산업공학,338924413,이지웅,1,0.182418,"[스태킹 앙상블 모형을 활용한 치과 재고 수요예측 모델]
   └ 학회: 한국SCM학회 (IF: 0.76)"
23,2023,산업공학,551922784,조의항,1,0.182418,"[스태킹 앙상블 모형을 활용한 치과 재고 수요예측 모델]
   └ 학회: 한국SCM학회 (IF: 0.76)"
24,2023,산업공학,757511670,손정현,1,0.182418,"[평판 디스플레이 기술예측 모형]
   └ 학회: 한국SCM학회 (IF: 0.76)"
25,2023,산업공학,911113985,임성묵,1,0.182418,"[평판 디스플레이 기술예측 모형]
   └ 학회: 한국SCM학회 (IF: 0.76)"
26,2023,산업공학,134362702,안예린,1,0.182418,"[머신러닝 알고리즘을 이용한 커피 프랜차이즈 실패 요인 분석에 관한 연구]
   └ 학회: 대한산업공학회 (IF: 0.46)"
27,2023,산업공학,113246101,이현희,1,0.182418,"[머신러닝 알고리즘을 이용한 커피 프랜차이즈 실패 요인 분석에 관한 연구]
   └ 학회: 대한산업공학회 (IF: 0.46)"
28,2023,산업공학,832073653,유성민,1,0.182418,"[머신러닝 알고리즘을 이용한 커피 프랜차이즈 실패 요인 분석에 관한 연구]
   └ 학회: 대한산업공학회 (IF: 0.46)"
29,2023,산업공학,204533903,김서연,1,0.182418,"[머신러닝 알고리즘을 이용한 커피 프랜차이즈 실패 요인 분석에 관한 연구]
   └ 학회: 대한산업공학회 (IF: 0.46)"
30,2023,산업공학,990878639,박민서,1,0.182418,"[머신러닝 알고리즘을 이용한 커피 프랜차이즈 실패 요인 분석에 관한 연구]
   └ 학회: 대한산업공학회 (IF: 0.46)"
31,2023,산업공학,262165694,주형구,1,0.182418,"[하수처리시설 수질인자의 머신러닝 예측 모델]
   └ 학회: 대한산업공학회 (IF: 0.46)"
32,2023,산업공학,598367605,임준묵,1,0.182418,"[하수처리시설 수질인자의 머신러닝 예측 모델]
   └ 학회: 대한산업공학회 (IF: 0.46)"
33,2023,산업공학,593082006,Bui Thanh Khoa,1,0.182418,"[Effectiveness of OLS and SVR in Return Prediction: Fama-French Three-factor Model and CAPM Framework]
   └ 학회: 대한산업공학회 (IF: 0.46)"
34,2023,산업공학,661306204,Tran Trong Huynh,1,0.182418,"[Effectiveness of OLS and SVR in Return Prediction: Fama-French Three-factor Model and CAPM Framework]
   └ 학회: 대한산업공학회 (IF: 0.46)"
35,2023,산업공학,619317386,Le Dinh Thang,1,0.182418,"[Effectiveness of OLS and SVR in Return Prediction: Fama-French Three-factor Model and CAPM Framework]
   └ 학회: 대한산업공학회 (IF: 0.46)"
36,2023,산업공학,211984574,홍태경,1,0.182418,"[코로나19 확진자 수 예측을 위한 딥러닝 모델: 확산 패러다임 변화를 반영한 입력변수 조정]
   └ 학회: 대한산업공학회 (IF: 0.46)"
37,2023,산업공학,808299324,김은서,1,0.182418,"[코로나19 확진자 수 예측을 위한 딥러닝 모델: 확산 패러다임 변화를 반영한 입력변수 조정]
   └ 학회: 대한산업공학회 (IF: 0.46)"
38,2023,산업공학,468013668,이희상,1,0.182418,"[코로나19 확진자 수 예측을 위한 딥러닝 모델: 확산 패러다임 변화를 반영한 입력변수 조정]
   └ 학회: 대한산업공학회 (IF: 0.46)"
39,2023,산업공학,803358953,김경수,1,0.182418,"[열간압연 강판 두께 예측 및 베이지안 최적화 기반 압연패턴 도출]
   └ 학회: 대한산업공학회 (IF: 0.46)"
40,2023,산업공학,548276195,이승현,1,0.182418,"[해석가능 인공지능을 활용한 바이오화학 기술의 비즈니스 잠재성 평가]
   └ 학회: 대한산업공학회 (IF: 0.46)"
41,2023,산업공학,264224089,손은수,1,0.182418,"[해석가능 인공지능을 활용한 바이오화학 기술의 비즈니스 잠재성 평가]
   └ 학회: 대한산업공학회 (IF: 0.46)"
42,2023,산업공학,655574745,이재민,1,0.182418,"[해석가능 인공지능을 활용한 바이오화학 기술의 비즈니스 잠재성 평가]
   └ 학회: 대한산업공학회 (IF: 0.46)"
43,2023,산업공학,133603439,Yu-Jeong Cheon,1,0.182418,"[Predictive Modeling for the Bid Responses in the Huvle]
   └ 학회: 대한산업공학회 (IF: 0.46)"
44,2023,산업공학,511742546,Su-Hwan Hwang,1,0.182418,"[Predictive Modeling for the Bid Responses in the Huvle]
   └ 학회: 대한산업공학회 (IF: 0.46)"
45,2023,산업공학,160731151,Dong-Gil Seo,1,0.182418,"[Predictive Modeling for the Bid Responses in the Huvle]
   └ 학회: 대한산업공학회 (IF: 0.46)"
46,2023,산업공학,985828717,Go-Yeon Hwang,1,0.182418,"[Predictive Modeling for the Bid Responses in the Huvle]
   └ 학회: 대한산업공학회 (IF: 0.46)"
47,2023,산업공학,849754611,Wook-Yeon Hwang,1,0.182418,"[Predictive Modeling for the Bid Responses in the Huvle]
   └ 학회: 대한산업공학회 (IF: 0.46)"
