Year,Class_Name,Rank,Author_Name,Final_Score,Total_Papers,Paper_List_Details
2021,컴퓨터학,7,곽정환,0.8841,3,"[Generative optical flow based abnormal object detection method using a spatio-temporal translation network]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[장면 복잡도 기반 적응적 얼굴 마스크 탐지 모델]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[딥러닝 기반 특징 앙상블을 사용한 MRI 영상의 뇌종양 분류]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)"
2021,컴퓨터학,8,강재용,0.8623,2,"[장면 복잡도 기반 적응적 얼굴 마스크 탐지 모델]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[딥러닝 기반 특징 앙상블을 사용한 MRI 영상의 뇌종양 분류]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)"
2021,컴퓨터학,9,Yeonggwang Kim,0.8271,4,"[Artificial Intelligence IoT Architecture Based on Microservices]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Optimizing Energy Consumption Prediction Models using Genetic Algorithms]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Non-Fungible Token Infrastructure based Load Forecasting Learning Model]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Methods of Generating Time Series Image for detecting Anomalies in Time Series data]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
2021,컴퓨터학,10,이상진,0.8205,18,"[디지털 포렌식 사설 업체에 위탁된 데이터 보호 방안에 관한 연구 (디지털 포렌식 랩(시설)이 구비해야 할 요건 제시)]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[메모리 아티팩트 기반의 공격 기술 탐지 규칙 정규화 및 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Windows 10 내의 hiberfil.sys 파일에 대한 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[크롬 브라우저(Chrome)에서 구글 패스워드 매니저 데이터 획득에 대한 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Microsoft Office 진단 로그 분석 및 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[av1 코덱으로 인코딩된 동영상 파일 복원 방법]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[유해 사이트 배너광고 추적을 통한 광고주 분석]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Windows Event Trace Log 포렌식 해석 및 활용]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[유해사이트 도메인 변경 패턴에 기반한 차단 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[피트니스 트래커에 대한 디지털 포렌식 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[중국산(XINUO XF-1069) GPS 플로터에 대한 포렌식 기법 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[웹 크롤링을 이용한 유해사이트 정보 수집 방법]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[공유모빌리티 애플리케이션의 아티팩트 분석]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[안드로이드 UsageStats의 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Tizen 플랫폼 기반의 스마트워치에 대한 디지털포렌식 기법 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[발신번호 변작장비(VoIP Gateway)의 포렌식 기법과 자동화 도구 개발에 관한 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[안보 목적의 온라인 정보수집제도 활용을 위한 수행체계 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[기업 내부조사 시 스마트폰 데이터의 선별 합의 방안 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)"
2021,화학공학,1,이종집,0.121,3,"[입상 활성탄에 대한 Acid Fuchsin의 흡착특성과 열역학 파라미터]
   └ 학회: 한국청정기술학회 (IF: 0.39)
--------------------------------
[활성탄에 의한 Disperse Yellow 3 염료의 흡착에 있어서 평형, 동력학 및 열역학적 특성]
   └ 학회: 한국청정기술학회 (IF: 0.39)
--------------------------------
[석탄계 활성탄에 의한 Acid Black 1 염료의 흡착에 있어서 평형, 동력학, 및 열역학적 특성]
   └ 학회: 한국청정기술학회 (IF: 0.39)"
2021,화학공학,2,김승영,0.1084,5,"[Biorenovation 공법을 활용한 광나무 추출물의 미백 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물 전환 기법을 적용한 유채 추출물이 B16F10 흑색종 세포의 Melanin과 Tyrosinase 활성에 미치는 영향]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[B16F10 흑색종 세포에 대한 Biorenovation 기법을 이용한 파리풀 캘러스 추출물의 Melanin 생성 억제 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물전환 기법을 이용한 비트 추출물의 LPS로 유도된 RAW 264.7 세포에 대한 항염증 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물전환 기법을 이용한 브로콜리 추출물의 B16F10 melanoma 세포에 대한 미백효과]
   └ 학회: 한국생물공학회 (IF: 0.59)"
2021,화학공학,3,김민,0.097,2,"[[특집에 부쳐] 고분자 자기조립 및 계면 제어 기술]
   └ 학회: 한국고분자학회 (IF: 0.36)
--------------------------------
[고분자/페로브스카이트 하이브리드 나노결정 합성 및 응용 기술 동향]
   └ 학회: 한국고분자학회 (IF: 0.36)"
2021,화학공학,4,구강희,0.097,2,"[[특집에 부쳐] 고분자 자기조립 및 계면 제어 기술]
   └ 학회: 한국고분자학회 (IF: 0.36)
--------------------------------
[에멀젼 내 블록 공중합체 자기조립 기반 고분자 입자 제조기술]
   └ 학회: 한국고분자학회 (IF: 0.36)"
2021,화학공학,5,박태진,0.0771,4,"[Biorenovation 공법을 활용한 광나무 추출물의 미백 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물 전환 기법을 적용한 유채 추출물이 B16F10 흑색종 세포의 Melanin과 Tyrosinase 활성에 미치는 영향]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[B16F10 흑색종 세포에 대한 Biorenovation 기법을 이용한 파리풀 캘러스 추출물의 Melanin 생성 억제 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물전환 기법을 이용한 비트 추출물의 LPS로 유도된 RAW 264.7 세포에 대한 항염증 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)"
2021,화학공학,6,이경미,0.0674,3,"[Biorenovation 공법을 활용한 광나무 추출물의 미백 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[B16F10 흑색종 세포에 대한 Biorenovation 기법을 이용한 파리풀 캘러스 추출물의 Melanin 생성 억제 효과]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물전환 기법을 이용한 브로콜리 추출물의 B16F10 melanoma 세포에 대한 미백효과]
   └ 학회: 한국생물공학회 (IF: 0.59)"
2021,화학공학,7,김정환,0.0626,2,"[Biorenovation 생물 전환 기법을 적용한 유채 추출물이 B16F10 흑색종 세포의 Melanin과 Tyrosinase 활성에 미치는 영향]
   └ 학회: 한국생물공학회 (IF: 0.59)
--------------------------------
[Biorenovation 생물전환 기법을 이용한 브로콜리 추출물의 B16F10 melanoma 세포에 대한 미백효과]
   └ 학회: 한국생물공학회 (IF: 0.59)"
2021,화학공학,8,오형석,0.0485,1,"[에멀젼 내 블록 공중합체 자기조립 기반 고분자 입자 제조기술]
   └ 학회: 한국고분자학회 (IF: 0.36)"
2021,화학공학,9,이주영,0.0485,1,"[에멀젼 내 블록 공중합체 자기조립 기반 고분자 입자 제조기술]
   └ 학회: 한국고분자학회 (IF: 0.36)"
2021,화학공학,10,유인상,0.0485,1,"[고분자 전해질 기반 전자 피부]
   └ 학회: 한국고분자학회 (IF: 0.36)"
2022,건축공학,1,김진영,0.1965,2,"[공동주택 리모델링 활성화를 위한 인허가 관련 법 · 제도의 문제점과 개선방안]
   └ 학회: 대한건축학회 (IF: 0.65)
--------------------------------
[공동주택 리모델링 안전성 검토를 위한 구조 체크리스트 도출]
   └ 학회: 대한건축학회 (IF: 0.65)"
2022,건축공학,2,장연주,0.1442,1,"[범죄두려움에 영향을 미치는 근린환경 요인 분석 : CPTED 요소를 중심으로]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,3,이수기,0.1442,7,"[상품 구매행태 분석을 통한 신도시 상업 중심성 변화 연구 : 분당 신도시를 중심으로(2000-2015)]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[해석가능한 기계학습을 활용한 보행목적별 보행만족도 영향요인 분석]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[서울시 Personal Mobility 우선 공급 지역 분석 : First-Last Mile 통행특성을 중심으로]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[공유 전동킥보드 이용행태와 만족도 영향 요인 분석 : IPA 방법론을 중심으로]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[도시지역과 농촌지역 간 국공립어린이집 공간적 형평성 분석 : 충청남도 천안시를 대상으로]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[범죄두려움에 영향을 미치는 근린환경 요인 분석 : CPTED 요소를 중심으로]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[모바일폰 위치기반 생활이동 빅데이터를 활용한 통행목적별 도시활력 영향요인 분석 : PageRank 알고리즘과 SHAP 기계학습을 활용하여]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,4,조진균,0.1423,4,"[효율적인 국가 감염병 대응을 위한 이동형 음압격리병실 기준모델 및 공조시스템 설계방법에 관한 연구]
   └ 학회: 대한건축학회 (IF: 0.65)
--------------------------------
[IT전력밀도에 따른 기축 데이터센터의 리모델링을 위한 설비시스템 계획방법에 관한 사례연구]
   └ 학회: 대한건축학회 (IF: 0.65)
--------------------------------
[추적가스를 이용한 단일공간 감염위험율 및 실간 교차감염 평가를 위한 현장 실험방법에 관한 연구]
   └ 학회: 대한건축학회 (IF: 0.65)
--------------------------------
[교차감염 방지를 위한 비접촉 감염병 선별진료소 평가에 관한 연구 - 환기시스템에 의한 바이러스성 에어로졸 제거효과를 중심으로 -]
   └ 학회: 대한건축학회 (IF: 0.65)"
2022,건축공학,5,송아람,0.1366,2,"[딥러닝과 그래프 모델을 활용한 고해상도 영상의 건물 변화탐지]
   └ 학회: 한국측량학회 (IF: 0.64)
--------------------------------
[토지피복지도와 KOMPSAT-3A위성영상을 활용한 환경성평가지도의 구축]
   └ 학회: 한국측량학회 (IF: 0.64)"
2022,건축공학,6,전희정,0.1355,2,"[보행고령자 교통사고의 공간적 군집 형성에 미치는 영향]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)
--------------------------------
[자전거 교통사고 다발지역 예측을 위한 딥러닝 모형의 적용]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,7,강서윤,0.1355,1,"[자전거 교통사고 다발지역 예측을 위한 딥러닝 모형의 적용]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,8,강승엽,0.1355,1,"[자전거 교통사고 다발지역 예측을 위한 딥러닝 모형의 적용]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,9,조철호,0.1355,1,"[자전거 교통사고 다발지역 예측을 위한 딥러닝 모형의 적용]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,건축공학,10,허재필,0.1355,1,"[자전거 교통사고 다발지역 예측을 위한 딥러닝 모형의 적용]
   └ 학회: 대한국토·도시계획학회 (IF: 1.27)"
2022,공학 일반,1,이정민,0.2152,3,"[시설관리공단 근로자들의 감정노동과 구강건강의 관계에서 신체 증상 매개효과]
   └ 학회: 한국산학기술학회 (IF: 1.09)
--------------------------------
[공공부문 근로자의 직무스트레스가 우울증상에 미치는 영향 - 시설관리공단 근로자를 중심으로 -]
   └ 학회: 한국산학기술학회 (IF: 1.09)
--------------------------------
[공공 근로자의 표면연기와 내면연기가 정신건강에 미치는 차별적 영향 연구]
   └ 학회: 한국산학기술학회 (IF: 1.09)"
2022,공학 일반,2,김종임,0.1766,2,"[비대면 온라인 교육을 경험한 간호대학생의 대학생활스트레스와 우울과의 관계에서 자기효능감의 매개효과]
   └ 학회: 한국산학기술학회 (IF: 1.09)
--------------------------------
[간호대학생의 대학생활스트레스, 자기효능감이 극복력에 미치는 영향]
   └ 학회: 한국산학기술학회 (IF: 1.09)"
2022,공학 일반,3,홍민희,0.1421,2,"[시설관리공단 근로자들의 감정노동과 구강건강의 관계에서 신체 증상 매개효과]
   └ 학회: 한국산학기술학회 (IF: 1.09)
--------------------------------
[공공 근로자의 표면연기와 내면연기가 정신건강에 미치는 차별적 영향 연구]
   └ 학회: 한국산학기술학회 (IF: 1.09)"
2022,공학 일반,4,문지유,0.1356,1,"[Triplet Loss 기반 딥러닝 모델을 통한 유사 아동 그림 선별 알고리즘]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,5,김민종,0.1356,1,"[Triplet Loss 기반 딥러닝 모델을 통한 유사 아동 그림 선별 알고리즘]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,6,이성옥,0.1356,1,"[Triplet Loss 기반 딥러닝 모델을 통한 유사 아동 그림 선별 알고리즘]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,7,유용균,0.1356,1,"[Triplet Loss 기반 딥러닝 모델을 통한 유사 아동 그림 선별 알고리즘]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,8,김윤호,0.1356,1,"[배터리 리드탭 압흔 오류 검출의 딥러닝 기법 적용]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,9,김병만,0.1356,1,"[배터리 리드탭 압흔 오류 검출의 딥러닝 기법 적용]
   └ 학회: 한국산업정보학회 (IF: 1.12)"
2022,공학 일반,10,김태형,0.1218,2,"[대학생의 가족기능이 우울에 미치는 영향: 자아존중감의 매개효과]
   └ 학회: 한국산학기술학회 (IF: 1.09)
--------------------------------
[사회복지대학생의 가족기능과 행복감과의 관계: 자아존중감의 매개효과]
   └ 학회: 한국산학기술학회 (IF: 1.09)"
2022,기계공학,1,백종희,0.1337,3,"[자율 작업과 자율 주행, 인공 지능이 접목된 건설기계의 기능 안전 설계/평가 및 적합성 입증 관련 전문 인력의 필요성]
   └ 학회: 유공압건설기계학회 (IF: 1.02)
--------------------------------
[건설기계 유관 산업(ISO/TC 199, ISO/IEC/JTC1/SC 42 등) 분야의 기능 안전 및 인공 지능 관련 국제 표준 개발 동향과 유럽의 기계류 안전 규제 체계 소개]
   └ 학회: 유공압건설기계학회 (IF: 1.02)
--------------------------------
[자율 작업 및 자율 주행 기술 개발에 따른 토공기계(ISO/TC 127) 분야의 국제 표준 개발과 규제 동향 소개]
   └ 학회: 유공압건설기계학회 (IF: 1.02)"
2022,기계공학,2,신현장,0.0821,2,"[전기자동차용 구동모터 오일 냉각 순시해석]
   └ 학회: 한국생산제조학회 (IF: 0.37)
--------------------------------
[수소 전기 상용차용 공기 압축기 열유동 해석]
   └ 학회: 한국생산제조학회 (IF: 0.37)"
2022,기계공학,3,오민재,0.0783,3,"[3D 프린팅과 구조해석을 이용한 자동용접용 캐리지 레일 설계 및 제작]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[CNN 기반 선박 형광 도막 두께 측정]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[곡선 그물망으로부터의 초기 선형 곡면 자동 생성 방법]
   └ 학회: (사)한국CDE학회 (IF: 1.14)"
2022,기계공학,4,구남국,0.0699,4,"[인공신경망을 이용한 항로 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[3차원 솔리드 기반의 유조선 최적 구획 설계 시스템 개발]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[이중선체 작업환경 센싱을 위한 포인트 클라우드 데이터 취득 시스템 프로토타입 개발]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[에너지 기반의 동 저항 커브 β-peak 추출법에 관한 연구]
   └ 학회: 대한용접·접합학회 (IF: 0.65)"
2022,기계공학,5,김승현,0.0689,4,"[인공지능과 딥러닝의 기초]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[CNN의 기초와 응용]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[딥러닝을 활용한 진동데이터 분석 - 베어링 건전성 예측관리 -]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[딥러닝 기반의 음성품질향상 기법 소개]
   └ 학회: 한국소음진동공학회 (IF: 0.41)"
2022,기계공학,6,정주빈,0.0689,4,"[인공지능과 딥러닝의 기초]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[CNN의 기초와 응용]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[딥러닝을 활용한 진동데이터 분석 - 베어링 건전성 예측관리 -]
   └ 학회: 한국소음진동공학회 (IF: 0.41)
--------------------------------
[딥러닝 기반의 음성품질향상 기법 소개]
   └ 학회: 한국소음진동공학회 (IF: 0.41)"
2022,기계공학,7,이재학,0.0668,2,"[건설기계 유관 산업(ISO/TC 199, ISO/IEC/JTC1/SC 42 등) 분야의 기능 안전 및 인공 지능 관련 국제 표준 개발 동향과 유럽의 기계류 안전 규제 체계 소개]
   └ 학회: 유공압건설기계학회 (IF: 1.02)
--------------------------------
[자율 작업 및 자율 주행 기술 개발에 따른 토공기계(ISO/TC 127) 분야의 국제 표준 개발과 규제 동향 소개]
   └ 학회: 유공압건설기계학회 (IF: 1.02)"
2022,기계공학,8,함승호,0.0639,2,"[인공신경망을 이용한 항로 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[3차원 솔리드 기반의 유조선 최적 구획 설계 시스템 개발]
   └ 학회: (사)한국CDE학회 (IF: 1.14)"
2022,기계공학,9,이찬,0.0613,4,"[지역난방 시스템 사용자측 열설비의 열교환기를 위한 최적 운전모드 및 열역학적 해석]
   └ 학회: 한국에너지기후변화학회 (IF: 0.69)
--------------------------------
[대형 유체기계 최적화 문제의 차원 축소를 위한 스크리닝 방식에 관한 연구]
   └ 학회: 한국유체기계학회 (IF: 0.38)
--------------------------------
[매개변수를 도입한 축류형 송풍기 최적설계 및 데이터 분석 프로세스 구축]
   └ 학회: 한국유체기계학회 (IF: 0.38)
--------------------------------
[The Optimal Blading Design and CFD Analysis of Axial Flow Fan]
   └ 학회: 한국유체기계학회 (IF: 0.38)"
2022,기계공학,10,마정목,0.059,3,"[구글 티처블 머신을 활용한 군사장애물 분류 모델 설계 및 실증 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[데이터증강 모델 조합을 활용한 적성 전차에 대한 객체탐지 성능 향상 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.14)
--------------------------------
[항공사진을 이용한 딥러닝 기반 FASCAM 투발 적합지역 분석]
   └ 학회: (사)한국CDE학회 (IF: 1.14)"
2022,기타 공학,1,김용규,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,2,김성진,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,3,김정태,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,4,박채옥,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,5,신영인,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,6,윤용기,0.2136,2,"[공동접지망으로 건물 철근 구조체를 사용한 신호기계실의 접지전류 특성]
   └ 학회: 한국철도학회 (IF: 0.45)
--------------------------------
[건물 철근 구조체를 적용한 신호기계실 공동접지망 개량 효과 분석]
   └ 학회: 한국철도학회 (IF: 0.45)"
2022,기타 공학,7,추상호,0.1985,3,"[코로나 19로 인한 공유 모빌리티 이용 변화에 미치는 영향요인에 관한 연구 : 신도시 주민을 대상으로]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[다항 로지스틱회귀모형을 활용한 도시환경이 비만에 미치는 영향에 관한 연구]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[서울시 공공자전거와 공유 전동킥보드의 통행유형별 상호관계 분석: 서초 · 강남 · 동작구를 중심으로]
   └ 학회: 대한교통학회 (IF: 1.22)"
2022,기타 공학,8,신송현,0.1985,2,"[코로나 19로 인한 공유 모빌리티 이용 변화에 미치는 영향요인에 관한 연구 : 신도시 주민을 대상으로]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[다항 로지스틱회귀모형을 활용한 도시환경이 비만에 미치는 영향에 관한 연구]
   └ 학회: 대한교통학회 (IF: 1.22)"
2022,기타 공학,9,김나연,0.182,2,"[어린이 통학버스 운행 안정성 평가 체계 개발]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[개별주행궤적 데이터 기반 전동킥보드 종방향 위험주행상황 식별 방법론 개발]
   └ 학회: 대한교통학회 (IF: 1.22)"
2022,기타 공학,10,송태진,0.182,3,"[공유차량 서비스 이용자 특성별 통행 이질성 분석]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[어린이 통학버스 운행 안정성 평가 체계 개발]
   └ 학회: 대한교통학회 (IF: 1.22)
--------------------------------
[개별주행궤적 데이터 기반 전동킥보드 종방향 위험주행상황 식별 방법론 개발]
   └ 학회: 대한교통학회 (IF: 1.22)"
2022,산업공학,1,원종관,0.536,2,"[분리학습 모델을 이용한 수출액 예측 및 수출 유망국가 추천]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,2,이채록,0.536,2,"[분리학습 모델을 이용한 수출액 예측 및 수출 유망국가 추천]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,3,홍태호,0.3542,3,"[영화 리뷰의 상품 속성과 고객 속성을 통합한 지능형 추천시스템]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[증권신고서의 TF-IDF 텍스트 분석과 기계학습을 이용한 공모주의 상장 이후 주가 등락 예측]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[The Detection of Online Manipulated Reviews Using Machine Learning and GPT-3]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,4,권오병,0.3254,2,"[반려동물용 자동 사료급식기의 비용효율적 사료 중량 예측을 위한 딥러닝 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,5,이경수,0.3063,1,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,6,박예린,0.3063,1,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,7,신윤종,0.3063,1,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,8,손권상,0.3063,1,"[효율적 수입식품 검사를 위한 머신러닝 기반 부적합 건강기능식품 탐지 방법]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,9,강은경,0.2967,2,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,산업공학,10,양선욱,0.2967,2,"[MIS Quarterly 연구동향 탐색: 토픽모델링 및 키워드 네트워크 분석 활용]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)
--------------------------------
[유튜브 데이터를 활용한 20대 대선 여론분석]
   └ 학회: 한국지능정보시스템학회 (IF: 1.9)"
2022,재료·에너지공학,1,박년배,0.0489,2,"[사회연결망분석을 활용한 에너지시스템통합 및 섹터커플링 연구 동향 비교 분석]
   └ 학회: 한국에너지학회 (IF: 0.46)
--------------------------------
[에너지 섹터커플링에 대한 전세계 연구문헌의 키워드 연결망 경과 분석]
   └ 학회: 한국에너지학회 (IF: 0.46)"
2022,재료·에너지공학,2,심지현,0.0456,5,"[공중합 아라미드 중합체의 점도에 따른 기격습식 방사구금 유동 해석 연구]
   └ 학회: 한국염색가공학회 (IF: 0.39)
--------------------------------
[사출 성형공정 압력에 따른 PA6/GF 복합재료의 물리적 특성 및 성능 예측 시뮬레이션에 관한 연구]
   └ 학회: 한국염색가공학회 (IF: 0.39)
--------------------------------
[폴리에틸렌 기반 자기강화복합재료의 성형성 및 기계적 특성에 따른 최적 제직형상 수치해석적 연구]
   └ 학회: 한국염색가공학회 (IF: 0.39)
--------------------------------
[ABS/PC/POE 열가소성 복합재료의 특성평가 및 시뮬레이션을 통한 물리적 성능 예측 연구]
   └ 학회: 한국염색가공학회 (IF: 0.39)
--------------------------------
[열팽창성 그래파이트 함량에 따른 고탄성 도료 소재의 특성 분석 및 비선형 재료모델을 활용한 물성 예측 시뮬레이션 연구]
   └ 학회: 한국염색가공학회 (IF: 0.39)"
