Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2024,화학공학,101511275,손성윤,3,0.154412,"한국고분자학회 (NODE11909806, IF: 0.77)
한국고분자학회 (NODE11992272, IF: 0.77)
한국고분자학회 (NODE11992273, IF: 0.77)"
2,2024,화학공학,344086991,정우택,2,0.154412,"한국고분자학회 (NODE11992272, IF: 0.77)
한국고분자학회 (NODE11992273, IF: 0.77)"
3,2024,화학공학,637396636,홍세화,1,0.154412,"한국고분자학회 (NODE11992273, IF: 0.77)"
4,2024,화학공학,184018490,문성모,1,0.154412,"한국고분자학회 (NODE11992273, IF: 0.77)"
5,2024,화학공학,321546392,Dieu Minh Ngo,1,0.154412,"한국고분자학회 (NODE11992282, IF: 0.77)"
6,2024,화학공학,548285118,Hyeokgi Hong,1,0.154412,"한국고분자학회 (NODE11992282, IF: 0.77)"
7,2024,화학공학,388540650,Sehan Yoon,1,0.154412,"한국고분자학회 (NODE11992282, IF: 0.77)"
8,2024,화학공학,821788195,Hyun Min Jung,1,0.154412,"한국고분자학회 (NODE11992282, IF: 0.77)"
9,2024,화학공학,579377772,서양곤,1,0.08823600000000001,"한국청정기술학회 (NODE11941110, IF: 0.92)"
10,2024,화학공학,681963116,조철희,2,0.07353000000000001,"한국청정기술학회 (NODE11914576, IF: 0.92)
한국청정기술학회 (NODE12053521, IF: 0.92)"
11,2024,화학공학,525411007,조동우,2,0.07353000000000001,"한국청정기술학회 (NODE11914576, IF: 0.92)
한국청정기술학회 (NODE12053521, IF: 0.92)"
12,2024,화학공학,949479049,김기준,1,0.07353000000000001,"한국청정기술학회 (NODE11914576, IF: 0.92)"
13,2024,화학공학,822176108,김연철,5,0.058824,"한국고분자학회 (NODE11853544, IF: 0.77)
한국고분자학회 (NODE11699551, IF: 0.77)
한국고분자학회 (NODE11699553, IF: 0.77)
한국고분자학회 (NODE11791223, IF: 0.77)
한국고분자학회 (NODE11992280, IF: 0.77)"
14,2024,화학공학,288261568,박세훈,2,0.058824,"한국고분자학회 (NODE11853546, IF: 0.77)
한국고분자학회 (NODE11992278, IF: 0.77)"
15,2024,화학공학,785955549,남현진,2,0.058824,"한국고분자학회 (NODE11853546, IF: 0.77)
한국고분자학회 (NODE11992278, IF: 0.77)"
16,2024,화학공학,424235791,김종수,2,0.044118,"한국청정기술학회 (NODE12053517, IF: 0.92)
한국청정기술학회 (NODE12053518, IF: 0.92)"
17,2024,화학공학,484692888,정수화,2,0.044118,"한국청정기술학회 (NODE12053517, IF: 0.92)
한국청정기술학회 (NODE12053518, IF: 0.92)"
18,2024,화학공학,484656784,이은지,1,0.044118,"한국청정기술학회 (NODE11914587, IF: 0.92)"
19,2024,화학공학,997730597,양원,1,0.044118,"한국청정기술학회 (NODE11914587, IF: 0.92)"
20,2024,화학공학,734030949,이은도,1,0.044118,"한국청정기술학회 (NODE11914587, IF: 0.92)"
21,2024,화학공학,835025901,이영재,1,0.044118,"한국청정기술학회 (NODE11914587, IF: 0.92)"
22,2024,화학공학,838545715,김재훈,7,0.029412,"한국청정기술학회 (NODE11914585, IF: 0.92)
한국청정기술학회 (NODE11914594, IF: 0.92)
한국청정기술학회 (NODE11941100, IF: 0.92)
한국청정기술학회 (NODE11941102, IF: 0.92)
한국청정기술학회 (NODE11941102, IF: 0.92)
한국청정기술학회 (NODE11941103, IF: 0.92)
한국청정기술학회 (NODE11941109, IF: 0.92)"
23,2024,화학공학,742728816,신현재,3,0.029412,"한국생물공학회 (NODE11758637, IF: 0.52)
한국생물공학회 (NODE11758642, IF: 0.52)
한국생물공학회 (NODE11758642, IF: 0.52)"
24,2024,화학공학,836517197,박동규,2,0.029412,"한국청정기술학회 (NODE11914575, IF: 0.92)
한국청정기술학회 (NODE12053519, IF: 0.92)"
25,2024,화학공학,212924286,최창식,2,0.029412,"한국청정기술학회 (NODE11914575, IF: 0.92)
한국청정기술학회 (NODE12053519, IF: 0.92)"
26,2024,화학공학,675299762,박정진,2,0.029412,"한국고분자학회 (NODE11744814, IF: 0.77)
한국고분자학회 (NODE11992286, IF: 0.77)"
