Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2024,기계공학,400451000,유승관,2,0.219654,"[CVD Chamber 방사율 변화에 따른 Wafer 온도에 대한 수치해석적 연구]
   └ 학회: 한국생산제조학회 (IF: 0.33)
--------------------------------
[CVD Chamber의 Gas 확산에 대한 수치해석적 연구]
   └ 학회: 한국생산제조학회 (IF: 0.33)"
2,2024,기계공학,863144890,김승모,2,0.219654,"[CVD Chamber 방사율 변화에 따른 Wafer 온도에 대한 수치해석적 연구]
   └ 학회: 한국생산제조학회 (IF: 0.33)
--------------------------------
[CVD Chamber의 Gas 확산에 대한 수치해석적 연구]
   └ 학회: 한국생산제조학회 (IF: 0.33)"
3,2024,기계공학,968518277,이완태,1,0.154143,"[유로형상에 따른 PEMFC 성능 변화]
   └ 학회: 한국생산제조학회 (IF: 0.33)"
4,2024,기계공학,803854123,브엉득틴,1,0.154143,"[유로형상에 따른 PEMFC 성능 변화]
   └ 학회: 한국생산제조학회 (IF: 0.33)"
5,2024,기계공학,170437491,김현철,1,0.154143,"[유로형상에 따른 PEMFC 성능 변화]
   └ 학회: 한국생산제조학회 (IF: 0.33)"
6,2024,기계공학,545775793,이재헌,3,0.142582,"[Review on Welding Process Monitoring Based on Deep Learning using Time-Series Data]
   └ 학회: 대한용접·접합학회 (IF: 0.63)
--------------------------------
[시계열 데이터를 이용한 딥러닝 기반 용접 공정 모니터링 리뷰]
   └ 학회: 대한용접·접합학회 (IF: 0.63)
--------------------------------
[다중 센서 기반 딥러닝 모델을 이용한 6000계열 알루미늄 합금의 고온 균열 진단]
   └ 학회: 대한용접·접합학회 (IF: 0.63)"
7,2024,기계공학,2260203,이재선,4,0.140655,"[금속 3D 프린터 제품의 초음파 전파 특성 분석 및 Deep Learning 알고리즘의 초음파 결함 분류 능력 비교분석]
   └ 학회: 한국비파괴검사학회 (IF: 0.36)
--------------------------------
[아음속 수송체 알루미늄 프레임의 비선형 유도초음파 주파수 응답 – 합성곱 신경망 분석 기반 미세 감육 진단 가능성 연구]
   └ 학회: 한국비파괴검사학회 (IF: 0.36)
--------------------------------
[CNC 용접 로봇의 실시간 공정 감시 및 이상 현상 감지를 위한 CNN 기반 시스템 개발]
   └ 학회: 한국비파괴검사학회 (IF: 0.36)
--------------------------------
[딥러닝을 활용한 KR60 레일의 위상배열 초음파 탐상 이미지 판독 분석 알고리즘 개발]
   └ 학회: 한국비파괴검사학회 (IF: 0.36)"
8,2024,기계공학,291262218,김지혜,2,0.13969199999999998,"[선박성능해석 시간 단축을 위한 다수의 CFD 스케줄링 최적화]
   └ 학회: (사)한국CDE학회 (IF: 0.69)
--------------------------------
[2차원 수중익의 비정상 공동 유동 및 유기 소음 특성 규명을 위한 수치해석]
   └ 학회: 한국전산유체공학회 (IF: 0.45)"
9,2024,기계공학,122468989,정보성,1,0.13969199999999998,"[선박성능해석 시간 단축을 위한 다수의 CFD 스케줄링 최적화]
   └ 학회: (사)한국CDE학회 (IF: 0.69)"
10,2024,기계공학,100196578,함승호,1,0.13969199999999998,"[선박성능해석 시간 단축을 위한 다수의 CFD 스케줄링 최적화]
   └ 학회: (사)한국CDE학회 (IF: 0.69)"
11,2024,기계공학,533817986,최낙정,1,0.12042399999999999,"[F급 가스터빈 연소기 노즐 수소 혼소 전산해석]
   └ 학회: 한국연소학회 (IF: 0.76)"
12,2024,기계공학,637620432,이상협,1,0.12042399999999999,"[F급 가스터빈 연소기 노즐 수소 혼소 전산해석]
   └ 학회: 한국연소학회 (IF: 0.76)"
13,2024,기계공학,304637826,박세익,1,0.12042399999999999,"[F급 가스터빈 연소기 노즐 수소 혼소 전산해석]
   └ 학회: 한국연소학회 (IF: 0.76)"
