Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2023,조선해양공학,989101155,이성욱,2,0.0388,0.076087,"[Tracking of ARPA Radar Signals Based on UK–PDAF and Fusion with AIS Data]
   └ 학회: 한국해양공학회 (IF: 0.51)
--------------------------------
[Study on the Development of the Maneuvering Mathematical Model Considering the Large Angle Motion of Submarine]
   └ 학회: 한국해양공학회 (IF: 0.51)"
2,2023,조선해양공학,608418572,Bo Woo Nam,2,0.0277,0.054348,"[Numerical Analysis for Motion Response of Modular Floating Island in Waves]
   └ 학회: 한국해양공학회 (IF: 0.51)
--------------------------------
[CFD Study for Wave Run-up Characteristics Around a Truncated Cylinder with Damper]
   └ 학회: 한국해양공학회 (IF: 0.51)"
3,2023,조선해양공학,744157136,안진형,2,0.0277,0.054348,"[Study on the Development of the Maneuvering Mathematical Model Considering the Large Angle Motion of Submarine]
   └ 학회: 한국해양공학회 (IF: 0.51)
--------------------------------
[수중함 자유항주모형 개발 및 기본 성능 분석]
   └ 학회: 대한조선학회 (IF: 0.49)"
4,2023,조선해양공학,620797519,Jae Hyuk Choi,1,0.0277,0.054348,"[Study on the Development of the Maneuvering Mathematical Model Considering the Large Angle Motion of Submarine]
   └ 학회: 한국해양공학회 (IF: 0.51)"
5,2023,조선해양공학,317788645,Woo-Jin Park,1,0.0277,0.054348,"[Anti-icing Method of Heated Walkway in Ice Class Ships: Efficiency Verification of CNT-based Surface Heating Element Method Through Numerical Analysis]
   └ 학회: 한국해양공학회 (IF: 0.51)"
6,2023,조선해양공학,933990241,박동수,1,0.0277,0.054348,"[Anti-icing Method of Heated Walkway in Ice Class Ships: Efficiency Verification of CNT-based Surface Heating Element Method Through Numerical Analysis]
   └ 학회: 한국해양공학회 (IF: 0.51)"
7,2023,조선해양공학,867851513,신문범,1,0.0277,0.054348,"[Anti-icing Method of Heated Walkway in Ice Class Ships: Efficiency Verification of CNT-based Surface Heating Element Method Through Numerical Analysis]
   └ 학회: 한국해양공학회 (IF: 0.51)"
8,2023,조선해양공학,403006851,서영교,1,0.0277,0.054348,"[Anti-icing Method of Heated Walkway in Ice Class Ships: Efficiency Verification of CNT-based Surface Heating Element Method Through Numerical Analysis]
   └ 학회: 한국해양공학회 (IF: 0.51)"
9,2023,조선해양공학,325729304,Zhenhao Song,1,0.0277,0.054348,"[CFD Study for Wave Run-up Characteristics Around a Truncated Cylinder with Damper]
   └ 학회: 한국해양공학회 (IF: 0.51)"
10,2023,조선해양공학,390048113,JangRyong Shin,1,0.0222,0.043478,"[Newton’s Method to Determine Fourier Coefficients and Wave Properties for Deep Water Waves]
   └ 학회: 한국해양공학회 (IF: 0.51)"
