Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2023,기계공학,530356855,김동욱,4,0.1896,0.187747,"[하모니 서치 알고리즘을 이용한 심층 강화학습 하이퍼파라미터 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[위험도 평가 모델을 활용한 훈련 목적 공대공 전투 시뮬레이션]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[위험도 평가 모델을 활용한 훈련 목적 공대공 전투 시뮬레이션]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[SMAT2022를 이용한 시뮬레이션 기반 큐타임 예측 방법론]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
2,2023,기계공학,2260203,이재선,5,0.1333,0.325098,"[Deep Learning Algorithms for Defect Detection using Phased Array Ultrasonic Testing Data]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[금속 3D 프린팅 제품의 초음파 전파 특성 분석 및 전이학습을 통한 결함 분류]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[CRDM Nozzle의 TOFD 진단 신호를 활용한 딥 러닝 기반 결함 분석 연구]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[아음속 수송체 프레임 판재의 유도초음파 및 초음파 진동 특성 기반 감육 검사 기법 연구]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[전산 구조 해석 기반 스마트 신발 청소기 하부의 성능 분석]
   └ 학회: 한국기계가공학회 (IF: 0.31)"
3,2023,기계공학,860751403,박준필,4,0.1333,0.325098,"[Deep Learning Algorithms for Defect Detection using Phased Array Ultrasonic Testing Data]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[금속 3D 프린팅 제품의 초음파 전파 특성 분석 및 전이학습을 통한 결함 분류]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[CRDM Nozzle의 TOFD 진단 신호를 활용한 딥 러닝 기반 결함 분석 연구]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)
--------------------------------
[아음속 수송체 프레임 판재의 유도초음파 및 초음파 진동 특성 기반 감육 검사 기법 연구]
   └ 학회: 한국비파괴검사학회 (IF: 0.41)"
4,2023,기계공학,539001019,박상철,6,0.1307,0.129447,"[강화학습 상태 텐서 차원에 따른 학습 효과도]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[가상 센서 기반 재공 위치 추정 방법 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[하모니 서치 알고리즘을 이용한 심층 강화학습 하이퍼파라미터 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[위험도 평가 모델을 활용한 훈련 목적 공대공 전투 시뮬레이션]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[실시간 공정 정보 기반 타이어 제조 성형-가류 공정 운영 로직 및 시뮬레이션 기반 평가]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[SMAT2022를 이용한 시뮬레이션 기반 큐타임 예측 방법론]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
5,2023,기계공학,693746209,이기한,3,0.1238,0.12253,"[가상 센서 기반 재공 위치 추정 방법 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[하모니 서치 알고리즘을 이용한 심층 강화학습 하이퍼파라미터 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[위험도 평가 모델을 활용한 훈련 목적 공대공 전투 시뮬레이션]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
6,2023,기계공학,552718544,안상현,3,0.1188,0.117589,"[강화학습 상태 텐서 차원에 따른 학습 효과도]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[하모니 서치 알고리즘을 이용한 심층 강화학습 하이퍼파라미터 최적화]
   └ 학회: (사)한국CDE학회 (IF: 1.01)
--------------------------------
[위험도 평가 모델을 활용한 훈련 목적 공대공 전투 시뮬레이션]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
7,2023,기계공학,113665,조은성,2,0.1109,0.10178,"[무탄소 연료의 가스터빈 적용 특성에 관한 연구]
   └ 학회: 한국연소학회 (IF: 1.09)
--------------------------------
[Multi-tube 형 수소 전소 노즐의 연소 특성 연구]
   └ 학회: 한국연소학회 (IF: 1.09)"
8,2023,기계공학,913910256,조수용,3,0.1024,0.31027699999999997,"[디젤엔진발전기세트 보호장치 내부에서의 열유동해석]
   └ 학회: 한국동력기계공학회 (IF: 0.33)
--------------------------------
[가변노즐에 따른 구심터빈의 성능예측에 관한 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)
--------------------------------
[흡입구와 유동각의 변경에 따른 디젤발전기 인클로저의 최적화 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
9,2023,기계공학,241845371,조종현,2,0.1001,0.30335999999999996,"[디젤엔진발전기세트 보호장치 내부에서의 열유동해석]
   └ 학회: 한국동력기계공학회 (IF: 0.33)
--------------------------------
[흡입구와 유동각의 변경에 따른 디젤발전기 인클로저의 최적화 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
10,2023,기계공학,670825589,김재선,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
11,2023,기계공학,482371349,박춘우,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
12,2023,기계공학,939094610,박원석,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
13,2023,기계공학,749237933,박영현,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
14,2023,기계공학,731647145,조창현,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
15,2023,기계공학,532364586,김동주,1,0.0978,0.09683800000000001,"[공정 매개변수 및 열화상 이미지를 기반으로 한 다공성 결함 감지를 위한 고압 다이캐스팅 결함 예측 딥러닝 알고리즘에 관한 연구]
   └ 학회: (사)한국CDE학회 (IF: 1.01)"
16,2023,기계공학,134108699,우상무,1,0.0936,0.283597,"[공기청정기의 위치와 풍량에 따른 교실 내 재실자 위치에서의 미세먼지 저감 효과에 대한 해석적 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
17,2023,기계공학,662599109,송해은,1,0.0936,0.283597,"[공기청정기의 위치와 풍량에 따른 교실 내 재실자 위치에서의 미세먼지 저감 효과에 대한 해석적 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
18,2023,기계공학,121744429,강율호,1,0.0936,0.283597,"[공기청정기의 위치와 풍량에 따른 교실 내 재실자 위치에서의 미세먼지 저감 효과에 대한 해석적 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
19,2023,기계공학,857801302,안영철,1,0.0936,0.283597,"[공기청정기의 위치와 풍량에 따른 교실 내 재실자 위치에서의 미세먼지 저감 효과에 대한 해석적 연구]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
20,2023,기계공학,857428705,지상원,4,0.0913,0.27668,"[MC 기법을 이용한 수소 탱크 충전 성능 향상에 관한 연구]
   └ 학회: 한국수소및신에너지학회 (IF: 0.62)
--------------------------------
[수소충전소용 수소 충전 노즐의 고장 유형 및 영향분석]
   └ 학회: 한국수소및신에너지학회 (IF: 0.62)
--------------------------------
[노즐의 열전달을 고려한 수소 충전 모델에 관한 연구]
   └ 학회: 대한기계학회 (IF: 0.36)
--------------------------------
[연속 접촉 헬리컬 기어펌프의 수치해석 연구: 모델 개발 및 적용]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
21,2023,기계공학,351808493,장호성,1,0.0913,0.27668,"[연속 접촉 헬리컬 기어펌프의 수치해석 연구: 모델 개발 및 적용]
   └ 학회: 한국동력기계공학회 (IF: 0.33)"
