Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2024,기타 공학,302589652,오철,4,0.1167,0.109092,"[자율-비자율 차량 혼재 상황의 주행안전성 평가를 위한 시뮬레이션 기반 최적 평가지표 도출 연구]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[혼재교통상황에서 자율주행 운전능력 평가를 위한 시뮬레이션 기반 ODD 및 평가지표 분석]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[자율주행 모빌리티와 일반 차량 혼재상황에서 교통류 및 주행 시뮬레이션 연계를 통한 도로 인프라 안전성 평가]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[인적요인 기반 자율차 제어권 전환 정보 컨텐츠 설계 기법 개발 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
2,2024,기타 공학,448212332,김정화,2,0.1051,0.09818199999999999,"[도시철도 시설별 체감 혼잡도와 혼잡지속시간을 고려한 가치 추정 연구]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[고령 운전자의 교통안전 향상을 위한 보조장치 도입 효과 및 수용의사 결정 요인 분석]
   └ 학회: 대한교통학회 (IF: 1.07)"
3,2024,기타 공학,736383727,박준영,6,0.0934,0.087273,"[베이지안 확률 추론 기반의 자율주행차 사고  계층분석 및 사고 심각도 모형 연구]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[차량 주행궤적 데이터를 활용한 Multi-Stage 머신러닝 기반의 사고 위험 예측 연구]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[비관측 이질성이 있는 잠재 계층별 실시간 교통사고 처리시간 예측 : 불균형 데이터 적용을 위한 접근]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[강화학습 기반 CAV 거동 제어 알고리즘을 통한 통제차로 회피 전략 개발 및 평가]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[ANN 및 데이터 샘플링 기반 항만 터미널 작업 현장 사고 심각도 요인 분석]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[주행 안전성 평가를 위한 블랙박스 영상 인식 적용 기법 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
4,2024,기타 공학,399001228,고지은,3,0.0778,0.072728,"[[박사학위논문소개] 자율협력주행을 위한 차량 내 경고정보 시스템 설계 및 평가 기법 개발]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[혼재교통상황에서 자율주행 운전능력 평가를 위한 시뮬레이션 기반 ODD 및 평가지표 분석]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[인적요인 기반 자율차 제어권 전환 정보 컨텐츠 설계 기법 개발 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
5,2024,기타 공학,242919799,주윤호,1,0.0778,0.072727,"[도시철도 시설별 체감 혼잡도와 혼잡지속시간을 고려한 가치 추정 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
6,2024,기타 공학,243831962,강우석,1,0.0778,0.072727,"[도시철도 시설별 체감 혼잡도와 혼잡지속시간을 고려한 가치 추정 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
7,2024,기타 공학,568686967,송태진,2,0.0739,0.069092,"[머신러닝을 이용한 신호교차로 접근부 추돌사고 심각도 요인]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[구조방정식을 이용한 교차로 신호위반 교통사고 영향 요인 분석]
   └ 학회: 대한교통학회 (IF: 1.07)"
8,2024,기타 공학,619598139,곽호찬,3,0.0719,0.18909,"[도심 화물열차 운영에 따른 승객 대기시간 변화 연구]
   └ 학회: 한국철도학회 (IF: 0.38)
--------------------------------
[열차 운영 데이터 기반 도시철도 배차간격 정시성 평가]
   └ 학회: 한국철도학회 (IF: 0.38)
--------------------------------
[열차 운행 시격을 고려한 도시철도 차량 내 혼잡도에 따른 WTW 분석]
   └ 학회: 한국철도학회 (IF: 0.38)"
9,2024,기타 공학,652183050,윤희택,4,0.0553,0.145452,"[철도분야 BIM 객체속성정보 및 표준분류체계 속성 정보간 자동 맵핑 기능 구현을 통한 표준화된 물량 및 공사비(5D) 산출 자동화 프로세스 구축 방안 연구(1) : 자동 맵핑 시스템 구축]
   └ 학회: 한국철도학회 (IF: 0.38)
--------------------------------
[철도분야 BIM 객체속성정보 및 표준분류체계 속성 정보간 자동 맵핑 기능 구현을 통한 표준화된 물량 및 공사비(5D) 산출 자동화 프로세스 구축 방안 연구(1) : 자동 맵핑 시스템 구축]
   └ 학회: 한국철도학회 (IF: 0.38)
--------------------------------
[철도분야 BIM 객체속성정보 및 표준분류체계 속성 정보간 자동 맵핑 기능 구현을 통한 표준화된 물량 및 공사비(5D) 산출 자동화 프로세스 구축 방안 연구(2) : BIM 5D 자동화 구축]
   └ 학회: 한국철도학회 (IF: 0.38)
--------------------------------
[철도분야 BIM 객체속성정보 및 표준분류체계 속성 정보간 자동 맵핑 기능 구현을 통한 표준화된 물량 및 공사비(5D) 산출 자동화 프로세스 구축 방안 연구(2) : BIM 5D 자동화 구축]
   └ 학회: 한국철도학회 (IF: 0.38)"
10,2024,기타 공학,919470311,조신형,2,0.0545,0.050909,"[서울시 자율주행 전용 지하 네트워크 구상]
   └ 학회: 대한교통학회 (IF: 1.07)
--------------------------------
[첨두시간 도시철도 혼잡 개선을 위한 통행자 경로변경 행태분석 연구]
   └ 학회: 대한교통학회 (IF: 1.07)"
