Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Final_Score,Raw_Trend_Score,Paper_List_Details
1,2021,컴퓨터학,169245174,김희숙,1,1.1023,0.804631,"[CNN 기반 딥러닝을 이용한 패션 아이템 분류 및 결합]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
2,2021,컴퓨터학,677292704,임태환,2,1.0706,0.7814809999999999,"[국방의료데이터를 활용한 딥러닝 기반의 폐렴 진단 모델 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[국방의료 데이터기반의 딥러닝을 활용한 질병 진단 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
3,2021,컴퓨터학,990977065,한승철,2,1.0706,0.7814809999999999,"[국방의료데이터를 활용한 딥러닝 기반의 폐렴 진단 모델 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[국방의료 데이터기반의 딥러닝을 활용한 질병 진단 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
4,2021,컴퓨터학,416975152,양인철,7,1.0453,0.762964,"[미시 교통 시뮬레이션을 활용한 실시간 교차로 이동류 교통량 계수 시스템 개발]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[미시 교통 시뮬레이션을 활용한 실시간 교차로 이동류 교통량 계수 시스템 개발]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[딥러닝 기반 도로위험객체 자동 인식 및 분류에 관한 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[딥러닝 기반 도로위험객체 자동 인식 및 분류에 관한 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[센서를 이용한 고원식 횡단보도 설계요소 검증 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[센서를 이용한 고원식 횡단보도 설계요소 검증 연구]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[도로보수비 지수를 통한 도로보수현황 시스템의 보수비용 분석]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
5,2021,컴퓨터학,841855175,Seungmin Oh,5,0.992,0.724074,"[Optimizing Energy Consumption Prediction Models using Genetic Algorithms]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[A Novel Interactive IoT-Based Smart Electricity Power Consumption Management System]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Non-Fungible Token Infrastructure based Load Forecasting Learning Model]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Methods of Generating Time Series Image for detecting Anomalies in Time Series data]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[A Study on Super Resolution of SRCNN according to Early Up-sampling Method]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
6,2021,컴퓨터학,484740911,김윤,5,0.9472,1.5277790000000002,"[3D GPR 탐사 데이터와 심층 합성곱 신경망을 이용한 지하 관로 자동 탐색 시스템]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[Automatic Anatomical Classification Model of Esophagogastroduodenoscopy Images Using Deep Convolutional Neural Networks for Guiding Endoscopic Photodocumentation]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[SKU-Net: Improved U-Net using Selective Kernel Convolution for Retinal Vessel Segmentation]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[한 쌍의 앙상블 모델을 이용한 효율적인 골다공증 예측]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[딥러닝을 이용한 폐 기능 검사지의 정형화]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)"
7,2021,컴퓨터학,268534790,곽정환,3,0.8841,1.425926,"[Generative optical flow based abnormal object detection method using a spatio-temporal translation network]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[장면 복잡도 기반 적응적 얼굴 마스크 탐지 모델]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[딥러닝 기반 특징 앙상블을 사용한 MRI 영상의 뇌종양 분류]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)"
8,2021,컴퓨터학,157406089,강재용,2,0.8623,1.39074,"[장면 복잡도 기반 적응적 얼굴 마스크 탐지 모델]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)
--------------------------------
[딥러닝 기반 특징 앙상블을 사용한 MRI 영상의 뇌종양 분류]
   └ 학회: 한국컴퓨터정보학회 (IF: 0.62)"
9,2021,컴퓨터학,114512089,Yeonggwang Kim,4,0.8271,0.6037030000000001,"[Artificial Intelligence IoT Architecture Based on Microservices]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Optimizing Energy Consumption Prediction Models using Genetic Algorithms]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Non-Fungible Token Infrastructure based Load Forecasting Learning Model]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)
--------------------------------
[Methods of Generating Time Series Image for detecting Anomalies in Time Series data]
   └ 학회: 한국디지털콘텐츠학회 (IF: 1.37)"
10,2021,컴퓨터학,562214,이상진,18,0.8205,1.0129550000000003,"[디지털 포렌식 사설 업체에 위탁된 데이터 보호 방안에 관한 연구 (디지털 포렌식 랩(시설)이 구비해야 할 요건 제시)]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[메모리 아티팩트 기반의 공격 기술 탐지 규칙 정규화 및 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Windows 10 내의 hiberfil.sys 파일에 대한 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[크롬 브라우저(Chrome)에서 구글 패스워드 매니저 데이터 획득에 대한 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Microsoft Office 진단 로그 분석 및 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[av1 코덱으로 인코딩된 동영상 파일 복원 방법]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[유해 사이트 배너광고 추적을 통한 광고주 분석]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Windows Event Trace Log 포렌식 해석 및 활용]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[유해사이트 도메인 변경 패턴에 기반한 차단 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[피트니스 트래커에 대한 디지털 포렌식 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[중국산(XINUO XF-1069) GPS 플로터에 대한 포렌식 기법 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[웹 크롤링을 이용한 유해사이트 정보 수집 방법]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[공유모빌리티 애플리케이션의 아티팩트 분석]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[안드로이드 UsageStats의 포렌식 활용 방안]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[Tizen 플랫폼 기반의 스마트워치에 대한 디지털포렌식 기법 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[발신번호 변작장비(VoIP Gateway)의 포렌식 기법과 자동화 도구 개발에 관한 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[안보 목적의 온라인 정보수집제도 활용을 위한 수행체계 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)
--------------------------------
[기업 내부조사 시 스마트폰 데이터의 선별 합의 방안 연구]
   └ 학회: 한국디지털포렌식학회 (IF: 0.81)"
