Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2025,조선해양공학,243704619,Joonmo Choung,2,0.23913099999999998,"한국해양공학회 (NODE12268825, IF: 0.68)
한국해양공학회 (NODE12149676, IF: 0.68)"
2,2025,조선해양공학,317672573,Doyoung Kwon,1,0.130435,"한국해양공학회 (NODE12268825, IF: 0.68)"
3,2025,조선해양공학,182416977,Hyun Kyung Kim,1,0.130435,"한국해양공학회 (NODE12268825, IF: 0.68)"
4,2025,조선해양공학,334607861,Youngjae Yu,1,0.130435,"한국해양공학회 (NODE12268826, IF: 0.68)"
5,2025,조선해양공학,298692429,Sang-Hyun Park,1,0.130435,"한국해양공학회 (NODE12268826, IF: 0.68)"
6,2025,조선해양공학,257671979,Youngsik Jang,1,0.130435,"한국해양공학회 (NODE12268826, IF: 0.68)"
7,2025,조선해양공학,309554523,Sang-Rai Cho,1,0.130435,"한국해양공학회 (NODE12268826, IF: 0.68)"
8,2025,조선해양공학,240242442,Alberto Peña,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
9,2025,조선해양공학,301892108,Iñigo Bidaguren,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
10,2025,조선해양공학,133394865,Urko Izquierdo,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
11,2025,조선해양공학,618422597,Gustavo Adolfo Esteban,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
12,2025,조선해양공학,340143427,Jesús María Blanco,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
13,2025,조선해양공학,648457379,Iñigo Albaina,1,0.130435,"한국해양공학회 (NODE12149677, IF: 0.68)"
14,2025,조선해양공학,444906835,Ho-seong Yang,1,0.108696,"한국해양공학회 (NODE12432126, IF: 0.68)"
15,2025,조선해양공학,304780928,Ali Alkhabbaz,1,0.108696,"한국해양공학회 (NODE12432126, IF: 0.68)"
16,2025,조선해양공학,307513587,이영호,1,0.108696,"한국해양공학회 (NODE12432126, IF: 0.68)"
17,2025,조선해양공학,219740092,Dongmyung Im,1,0.108696,"한국해양공학회 (NODE12149672, IF: 0.68)"
18,2025,조선해양공학,223018814,Dongeun Kim,1,0.108696,"한국해양공학회 (NODE12149672, IF: 0.68)"
19,2025,조선해양공학,686332719,배윤혁,1,0.108696,"한국해양공학회 (NODE12149672, IF: 0.68)"
20,2025,조선해양공학,215642596,Young Hoon Shin,1,0.108696,"한국해양공학회 (NODE12149675, IF: 0.68)"
21,2025,조선해양공학,205825008,Seung Jae Lee,1,0.108696,"한국해양공학회 (NODE12149675, IF: 0.68)"
22,2025,조선해양공학,916573647,Min Jun Lee,1,0.108696,"한국해양공학회 (NODE12149675, IF: 0.68)"
23,2025,조선해양공학,322069098,Soo Bin Lee,1,0.108696,"한국해양공학회 (NODE12149676, IF: 0.68)"
24,2025,조선해양공학,115791895,Su Hong Min,3,0.108695,"한국해양공학회 (NODE12432124, IF: 0.68)
한국해양공학회 (NODE12345495, IF: 0.68)
한국해양공학회 (NODE12345496, IF: 0.68)"
