Rank,Year,Class_Name,Author_ID,Author_Name,Total_Papers,Total_Trend_Score,Paper_List_Details
1,2025,화학공학,804829039,조형태,2,0.14706000000000002,"[고체 산화물 수전해와 바이오가스 부분산화가 통합된 그린 메탄올 생산 공정 개발]
   └ 학회: 한국청정기술학회 (IF: 0.92)
--------------------------------
[플라스틱 폐기물 열분해를 통한 수소 생산 공정 개발: 신발 폐기물에 대한 사례 연구]
   └ 학회: 한국청정기술학회 (IF: 0.92)"
2,2025,화학공학,956623859,이재원,2,0.14706000000000002,"[고체 산화물 수전해와 바이오가스 부분산화가 통합된 그린 메탄올 생산 공정 개발]
   └ 학회: 한국청정기술학회 (IF: 0.92)
--------------------------------
[플라스틱 폐기물 열분해를 통한 수소 생산 공정 개발: 신발 폐기물에 대한 사례 연구]
   └ 학회: 한국청정기술학회 (IF: 0.92)"
3,2025,화학공학,525563768,허필호,2,0.139706,"[아민 개질 상용화제가 폴리아마이드 6/셀룰로오스 나노섬유 복합소재의 기계적 물성과 분산성에 미치는 영향]
   └ 학회: 한국고분자학회 (IF: 0.77)
--------------------------------
[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
4,2025,화학공학,168623863,김민정,1,0.117647,"[알파 리포산 기반의 친환경 고분자 연구 동향]
   └ 학회: 한국고분자학회 (IF: 0.77)"
5,2025,화학공학,980493508,최청룡,1,0.117647,"[알파 리포산 기반의 친환경 고분자 연구 동향]
   └ 학회: 한국고분자학회 (IF: 0.77)"
6,2025,화학공학,870300094,허강무,1,0.117647,"[[산학연 연구실 소개 (2)] 충남대학교 유기재료공학과 고분자나노소재 연구실]
   └ 학회: 한국고분자학회 (IF: 0.77)"
7,2025,화학공학,620862791,박진우,1,0.117647,"[전도성 고분자 기반 초고출력 유연 슈퍼커패시터 연구]
   └ 학회: 한국고분자학회 (IF: 0.77)"
8,2025,화학공학,903774906,박찬호,1,0.117647,"[제어된 리빙 라디칼 중합 기반 온도 감응성 고분자 시스템]
   └ 학회: 한국고분자학회 (IF: 0.77)"
9,2025,화학공학,446968793,남유리,1,0.117647,"[제어된 리빙 라디칼 중합 기반 온도 감응성 고분자 시스템]
   └ 학회: 한국고분자학회 (IF: 0.77)"
10,2025,화학공학,233357751,박성현,1,0.117647,"[제어된 리빙 라디칼 중합 기반 온도 감응성 고분자 시스템]
   └ 학회: 한국고분자학회 (IF: 0.77)"
11,2025,화학공학,407717260,이재룡,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
12,2025,화학공학,290269052,이주홍,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
13,2025,화학공학,110089466,임원빈,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
14,2025,화학공학,319354453,민진규,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
15,2025,화학공학,820951628,변상욱,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
16,2025,화학공학,669769231,김성호,1,0.117647,"[향상된 기계적 특성 : 표면 개질 셀룰로오스 나노섬유와 초고분자량 폴리프로필렌의 복합체]
   └ 학회: 한국고분자학회 (IF: 0.77)"
